代码,简称,公告标题,公告时间,公告
证券代码：300760                 证券简称：迈瑞医疗          公告编号：2024-043 
 
深圳迈瑞生物医疗电子股份有限公司 
2024年第三季度报告 
 
本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导
性陈述或重大遗漏。 
 
重要内容提示： 
1.董事会、监事会及董事、监事、高级管理人员保证季度报告的真实、准确、完整，不存在虚假记载、误
导性陈述或重大遗漏，并承担个别和连带的法律责任。 
2.公司负责人、主管会计工作负责人及会计机构负责人(会计主管人员)声明：保证季度报告中财务信息的
真实、准确、完整。 
3.第三季度报告是否经过审计 
□是 否 
一、主要财务数据 
（一） 主要会计数据和财务指标 
公司是否需追溯调整或重述以前年度会计数据 
□是 否 
 
本报告期 
本报告期比上年同
期增减 
年初至报告期末 
年初至报告期末比
上年同期增减 
营业收入（元） 
8,954,208,694.00 
1.43% 
29,484,805,493.00 
7.99% 
归属于上市公司股东的净利润（元） 
3,076,337,561.00 
-9.31% 
10,637,075,305.00 
8.16% 
归属于上市公司股东的扣除非经常性
损益的净利润（元） 
3,057,012,837.00 
-8.62% 
10,436,944,470.00 
7.75% 
经营活动产生的现金流量净额（元） 
-- 
-- 
11,072,880,996.00 
42.50% 
基本每股收益（元/股） 
2.5364 
-9.50% 
8.7808 
8.12% 
稀释每股收益（元/股） 
2.5364 
-9.50% 
8.7776 
8.12% 
加权平均净资产收益率 
7.93% 
减少1.72 个百分点 
28.68% 
增加0.34 个百分点 
 
本报告期末 
上年度末 
本报告期末比上年度末增减 
总资产（元） 
57,601,486,436.00 
47,940,003,061.00 
20.15% 
归属于上市公司股东的所有者权益
（元） 
37,093,899,069.00 
33,085,389,686.00 
12.12%
深圳迈瑞生物医疗电子股份有限公司2024 年第三季度报告 
2 
（二） 非经常性损益项目和金额 
适用 □不适用 
单位：元 
项目 
本报告期金额 
年初至报告期期末金额 
说明 
非流动性资产处置损益（包括已计提资产减
值准备的冲销部分） 
4,391,511.00 
7,932,009.00 
 
计入当期损益的政府补助（与公司正常经营
业务密切相关、符合国家政策规定、按照确
定的标准享有、对公司损益产生持续影响的
政府补助除外） 
28,530,781.00 
75,396,169.00 
 
除同公司正常经营业务相关的有效套期保值
业务外，非金融企业持有金融资产和金融负
债产生的公允价值变动损益以及处置金融资
产和金融负债产生的损益 
2,259,027.00 
205,833,701.00 
 
除上述各项之外的其他营业外收入和支出 
-6,638,899.00 
-45,643,492.00 
 
减：所得税影响额 
5,107,748.00 
37,196,235.00 
 
少数股东权益影响额（税后） 
4,109,948.00 
6,191,317.00 
 
合计 
19,324,724.00 
200,130,835.00 
-- 
其他符合非经常性损益定义的损益项目的具体情况： 
□适用 不适用 
公司不存在其他符合非经常性损益定义的损益项目的具体情况。 
将《公开发行证券的公司信息披露解释性公告第1 号——非经常性损益》中列举的非经常性损益项目界定为经常性损益项
目的情况说明 
□适用 不适用 
公司不存在将《公开发行证券的公司信息披露解释性公告第1 号——非经常性损益》中列举的非经常性损益项目界定为经
常性损益的项目的情形。 
（三） 主要会计数据和财务指标发生变动的情况及原因 
适用 □不适用 
经营活动产生的现金流量净额较上年度同期增加42.50%，主要系报告期内公司销售商品、提供劳务收到的现金增加所致。
深圳迈瑞生物医疗电子股份有限公司2024 年第三季度报告 
3 
二、股东信息  
（一） 普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表 
单位：股 
报告期末普通股股东总数 
72,917 
报告期末表决权恢复的优先股股东总数（如
有） 
0 
前10 名股东持股情况（不含通过转融通出借股份） 
股东名称 
股东性质 
持股比例 
持股数量 
持有有限
售条件的
股份数量 
质押、标记或冻结情况 
股份状态 
数量 
Smartco Development Limited 
境外法人 
26.98% 
327,072,335 
0 
不适用 
0 
Magnifice (HK) Limited 
境外法人 
24.49% 
296,951,000 
0 
质押 
36,820,000 
香港中央结算有限公司 
境外法人 
12.01% 
145,616,297 
0 
不适用 
0 
Ever Union (H.K.) Limited 
境外法人 
4.25% 
51,482,379 
0 
不适用 
0 
中国工商银行股份有限公司
－易方达创业板交易型开放
式指数证券投资基金 
其他 
1.20% 
14,541,569 
0 
不适用 
0 
中国工商银行股份有限公司
－华泰柏瑞沪深300 交易型
开放式指数证券投资基金 
其他 
0.95% 
11,520,049 
0 
不适用 
0 
深圳睿福管理咨询合伙企业
（有限合伙） 
境内非国
有法人 
0.86% 
10,405,351 
0 
不适用 
0 
中国工商银行股份有限公司
－中欧医疗健康混合型证券
投资基金 
其他 
0.84% 
10,183,344 
0 
不适用 
0 
深圳睿隆咨询服务合伙企业
（有限合伙） 
境内非国
有法人 
0.84% 
10,156,738 
0 
不适用 
0 
中国建设银行股份有限公司
－易方达沪深300 医药卫生
交易型开放式指数证券投资
基金 
其他 
0.78% 
9,477,893 
0 
不适用 
0 
前10 名无限售条件股东持股情况（不含通过转融通出借股份、高管锁定股） 
股东名称 
持有无限售条件股份数量 
股份种类及数量 
股份种类 
数量 
Smartco Development Limited 
327,072,335 
人民币普通股 
327,072,335 
Magnifice (HK) Limited 
296,951,000 
人民币普通股 
296,951,000 
香港中央结算有限公司 
145,616,297 
人民币普通股 
145,616,297 
Ever Union (H.K.) Limited 
51,482,379 
人民币普通股 
51,482,379 
中国工商银行股份有限公司－易方达创业
板交易型开放式指数证券投资基金 
14,541,569 
人民币普通股 
14,541,569 
中国工商银行股份有限公司－华泰柏瑞沪
深300 交易型开放式指数证券投资基金 
11,520,049 
人民币普通股 
11,520,049 
深圳睿福管理咨询合伙企业（有限合伙） 
10,405,351 
人民币普通股 
10,405,351 
中国工商银行股份有限公司－中欧医疗健
康混合型证券投资基金 
10,183,344 
人民币普通股 
10,183,344 
深圳睿隆咨询服务合伙企业（有限合伙） 
10,156,738 
人民币普通股 
10,156,738 
中国建设银行股份有限公司－易方达沪深
300 医药卫生交易型开放式指数证券投资
基金 
9,477,893 
人民币普通股 
9,477,893 
上述股东关联关系或一致行动的说明 
1、Smartco Development Limited、Magnifice (HK) Limited、深
圳睿隆咨询服务合伙企业（有限合伙）及深圳睿福管理咨询合
伙企业（有限合伙）：（1）李西廷作为有限合伙人持有深圳睿
隆咨询服务合伙企业（有限合伙）的份额，作为有限合伙人持
有深圳睿福管理咨询合伙企业（有限合伙）的份额，并通过
Quiet Well Limited 间接持有Smartco Development Limited 的股
深圳迈瑞生物医疗电子股份有限公司2024 年第三季度报告 
4 
权；（2）徐航作为有限合伙人持有深圳睿隆咨询服务合伙企业
（有限合伙）的份额，作为有限合伙人持有深圳睿福管理咨询
合伙企业（有限合伙）的份额；同时，徐航通过Magnifice 
Limited 间接持有Magnifice (HK) Limited 的股权；（3）成明和
作为有限合伙人持有深圳睿隆咨询服务合伙企业（有限合伙）
的份额，作为有限合伙人持有深圳睿福管理咨询合伙企业（有
限合伙）的份额，担任深圳睿福管理咨询合伙企业（有限合
伙）的普通合伙人睿安咨询管理（深圳）有限公司执行董事；
（4）吴昊持有深圳睿隆咨询服务合伙企业（有限合伙）的普
通合伙人睿恒咨询管理（深圳）有限公司的股权，且担任睿恒
咨询管理（深圳）有限公司的执行董事兼总经理，持有深圳睿
福管理咨询合伙企业（有限合伙）的普通合伙人睿安咨询管理
（深圳）有限公司的股权；（5）李西廷与徐航互为一致行动
人。 
2、Ever Union (H.K.) Limited：成明和为Ever Union (H.K.) 
Limited 唯一董事。 
除此之外，公司未知上述股东是否存在其他关联关系及一致行
动人关系。 
前10 名股东参与融资融券业务股东情况说明（如有） 
无 
持股5%以上股东、前10 名股东及前10 名无限售流通股股东参与转融通业务出借股份情况 
适用 □不适用 
单位：股 
持股5%以上股东、前10 名股东及前10 名无限售流通股股东参与转融通业务出借股份情况 
股东名称
（全称） 
期初普通账户、信用账
户持股 
期初转融通出借股份且
